Position,Artist,Song Title,Year,Lyrics
25,Madonna,Music,2000,"{Hey Mister DJ, put a record on
I wanna dance with my lady}

{Do you like to boogie woogie?
Do you like to boogie woogie?
Do you like to boogie woogie?
Do you like my acid rock?}

Hey Mister DJ, put a record on
I wanna dance with my baby
And when the music starts
I never wanna stop
It's gonna drive me crazy

Music, music, music

Music makes the people come together
Music makes the bourgeoisie and the rebels

Don't think of yesterday and I don't look at the clock
I like to boogie woogie, uh uh
It's like ridin' on the wind
And it never goes away
Touches everything I'm in
Got to have it every day

Music makes the people come together, yeah
Music makes the bourgeoisie and the rebels

Hey Mister DJ

{Do you like to boogie woogie?
Do you like to boogie woogie?
Do you like to boogie woogie?
Do you like my acid rock?}

Hey Mister DJ, put a record on
I wanna dance with my baby
And when the music starts
I never wanna stop
It's gonna drive me crazy

Uh, uh, uh

Music makes the people come together, yeah
Music makes the bourgeoisie and the rebels

{Do you like to boogie woogie?
Do you like to boogie woogie?
Do you like to boogie woogie?
Do you like my acid rock?}

{Do you like to boogie woogie?
Do you like to boogie woogie?
Do you like to boogie woogie?
Do you like my acid rock?}"
26,Christina Aguilera,Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),2001,"Exception occurred 
HTTP Error 404: Not Found"
27,Las Ketchup,The Ketchup Song (Asereje),2002,"Mira lo que se avecina
A la vuelta de la esquina
Viene Diego rumbeando

Con la luna en las pupilas
Y su traje agua marina
Va despuÃ©s de contrabando

Y donde mas no cabe un alma
Y se mete a darse caÃ±a
PoseÃ­do por el ritmo ragatanga

Y el dj que lo conoce toca el himno de las doce
Para Diego la canciÃ³n mÃ¡s deseada
Y la baila, y la goza, y la canta

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

No es cosa de brujerÃ­a
Que lo encuentre to' los dÃ­as
Por donde voy caminando
Diego tiene chulerÃ­a y ese punto de alegrÃ­a
Raftafari-afrogitano
Y donde mas no cabe un alma
Y se mete a darse caÃ±a
PoseÃ­do por el ritmo ragatanga
Y el dj que lo conoce toca el himno de las doce
Para Diego la canciÃ³n mÃ¡s deseada
Y la baila, y la goza, y la canta

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

Ana nana nana nana na
Ana nana nana nau
Ana nana nana nana na
Ana nanaeo

Ana nana nana nana na
Ana nana nana nau
Ana nana nana nana na
Ana nanaeo

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi

AserejÃ© ja deje
Dejebe tu dejebe
Sebi unuova majabi
Ande bugui ande gÃ¼ididipi"
28,t.A.T.u.,All the Things She Said,2003,"Tatu
Miscellaneous
All The Things She Said
All the things she said
All the things she said
Running through my head
All the things she said
All the things she said
Running through my head 
This is not enough

I'm in serious shit, I feel totally lost
If I'm asking for help it's only because
Being with you has opened my eyes
Could I ever believe such a perfect surprise?

I keep asking myself, wondering how
I keep closing my eyes but I can't block you out
Wanna fly to a place where it's just you and me
Nobody else so we can be free

All the things she said
All the things she said
Running through my head
All the things she said
All the things she said
Running through my head 
This is not enough
This is not enough

All the things she said
All the things she said

And I'm all mixed up, feeling cornered and rushed
They say it's my fault but I want her so much
Wanna fly her away where the sun and rain
Come in over my face, wash away all the shame
When they stop and stare - don't worry me
'Cause I'm feeling for her what she's feeling for me
I can try to pretend, I can try to forget
But it's driving me mad, going out of my head

Mother looking at me
Tell me what do you see?
Yes, I've lost my mind

Daddy looking at me
Will I ever be free?
Have I crossed the line?"
29,Gnarls Barkley,Crazy,2006,"I remember when, I remember
I remember when I lost my mind
There was something so pleasant about that place
Even your emotions have an echo in so much space
And when you're out there without care

Yeah, I was out of touch
But it wasn't because I didn't know enough
I just knew too much
Does that make me crazy?

Does that make me crazy?
Does that make me crazy?
Probably
And I hope that you are

Having the time of your life
But think twice
That's my only advice
Come on now, who do you

Who do you, who do you, who do you think you are?
Ha ha ha, bless your soul
You really think you're in control?
Well, I think you're crazy

I think you're crazy
I think you're crazy
Just like me
My heroes had the heart

To lose their lives out on a limb
And all I remember
Is thinking, I want to be like them
Ever since I was little

Ever since I was little
It looked like fun
And it's no coincidence I've come
And I can die when I'm done
But maybe I'm crazy
Maybe you're crazy
Maybe we're crazy
Probably"
30,James Blunt,You're Beautiful,2005,"My life is brilliant

My life is brilliant
My love is pure
I saw an angel
Of that l'm sure

She smiled at me on the subway
She was with another man
But I won't lose no sleep on that
'Cause I've got a plan

You're beautiful, you're beautiful
You're beautiful, it's true
I saw your face in a crowded place
And I don't know what to do
'Cause I'll never be with you

Yes, she caught my eye
As we walked on by
She could see from my face that I was fucking high
And I don't think that I'll see her again but
We shared a moment that will last 'till the end

You're beautiful, you're beautiful
You're beautiful, it's true
I saw your face in a crowded place
And I don't know what to do
'Cause I'll never be with you

You're beautiful, you're beautiful
You're beautiful, it's true
There must be an angel with a smile on her face
When she thought up that I should be with you

But it's time to face the truth
I will never be with you"
31,Pink,So What,2008,"Na na na na na na na na na na na na I guess I just lost my husband
I don't know where he went
So I'm gonna drink my money
I'm not gonna pay his rent (nope)
I got a brand new attitude and
I'm gonna wear it tonight
I wanna get in trouble
I wanna start a fight

Na na na na na na na I wanna start a fight
Na na na na na na na I wanna start a fight.

So, so what
I'm still a rock star
I got my rock moves
And I don't need you
And guess what
I'm having more fun
And now that we're done
I'm gonna show you tonight
I'm alright
I'm just fine
And you're a tool
So, so what
I am a rock star
I got my rock moves
And I don't want you tonight.

(Uh check my flow, aw)

The waiter just took my table
And gave it to Jessica Simps (shit!)
I guess I'll go sit with drum boy
At least he'll know how to hit
What if this song's on the radio
Then somebody's gonna die
I'm gonna get in trouble
My ex will start a fight

Na na na na na na na he's gonna start a fight
Na na na na na na na we're all gonna get in a fight!

So, so what
I'm still a rock star
I got my rock moves
And I don't need you
And guess what
I'm having more fun
And now that we're done
I'm gonna show you tonight

I'm alright
I'm just fine
And you're a tool
So, so what
I am a rock star
I got my rock moves
And I don't want you tonight.
You weren't there
You never were
You want it all
But that's not fair

I gave you life
I gave my all
You weren't there
You let me fall.
So, so what
I'm still a rock star
I got my rock moves
And I don't need you
And guess what
I'm having more fun
And now that we're done
I'm gonna show you tonight
I'm alright
I'm just fine
And you're a tool
So, so what
I am a rock star
I got my rock moves
And I don't want you tonight.
No, no, no, no
Ba da da da da da"
32,Lady GaGa,Just Dance,2008,"RedOne, Konvict
GaGa, oh-oh, eh

I've had a little bit too much, much
All of the people start to rush, start to rush by
How does he twist the dance? Can't find a drink, oh man
Where are my keys? I lost my phone, phone

What's going on on the floor?
I love this record baby but I can't see straight anymore
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright

Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance

Wish I could shut my playboy mouth, oh oh oh-oh
How'd I turn my shirt inside out? Inside outright
Control your poison babe, roses have thorns they say
And we're all getting hosed tonight, oh oh oh-oh

What's going on on the floor?
I love this record baby but I can't see straight anymore
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright

Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just

When I come through on the dance floor checkin' out that catalog
Can't believe my eyes, so many women without a flaw
And I ain't gon' give it up, steady tryin' to pick it up like a car
I'ma hit it, I'ma hit it and flex and do it until tomorr' yeah

Shawty I can see that you got so much energy
The way you're twirlin' up them hips 'round and 'round
And now there's no reason at all why you can't leave here with me
In the meantime stay and let me watch you break it down

And dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm

Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance

Woo! Let's go!

Half psychotic, sick, hypnotic
Got my blueprint, it's symphonic
Half psychotic, sick, hypnotic
Got my blueprint electronic

Half psychotic, sick, hypnotic
Got my blueprint, it's symphonic
Half psychotic, sick, hypnotic
Got my blueprint electronic

Go! Use your muscle, carve it out, work it, hustle
I got it, just stay close enough to get it
Don't slow! Drive it, clean it, lights out, bleed it
Spend the lasto
(I got it)
In your pocko
(I got it)

Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm

Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance"
33,Beyonce,Irreplaceable,2006,"To the left, to the left
To the left, to the left
To the left, to the left

Everything you own in the box to the left
In the closet that's my stuff, yes
If I bought it please don't touch

And keep talking that mess, that's fine
But could you walk and talk at the same time?
And it's my mine name that is on that tag
So remove your bags let me call you a cab

Standing in the front yard telling me
How I'm such a fool, talking about
How I'll never ever find a man like you
You got me twisted

You must not know 'bout me
You must not know 'bout me
I could have another you in a minute
Matter fact he'll be here in a minute, baby

You must not know 'bout me
You must not know 'bout me
I can have another you by tomorrow
So don't you ever for a second get to thinking you're irreplaceable

So go ahead and get gone
And call up that chick and see if she's home
Oops, I bet ya thought that I didn't know
What did you think I was putting you out for?

Because you was untrue
Rolling her around in the car that I bought you
Baby you dropped them keys
Hurry up before your taxi leaves

Standing in the front yard telling me
How I am such a fool, talking about
How I'll never ever find a man like you
You got me twisted

You must not know 'bout me
You must not know 'bout me
I can have another you in a minute
Matter fact he'll be here in a minute, baby

You must not know 'bout me
You must not know 'bout me
I'll have another you by tomorrow
So don't you ever for a second get to thinking you're irreplaceable

So since I'm not your everything
How about I'll be nothing, nothing at all to you
Baby I won't shed a tear for you, I won't lose a wink of sleep
'Cause the truth of the matter is replacing you is so easy

To the left, to the left
To the left, to the left
To the left, to the left
Everything you own in the box to the left
To the left, to the left
Don't you ever for a second get to thinking you're irreplaceable

You must not know 'bout me
You must not know 'bout me
I can have another you in a minute
Matter fact he'll be here in a minute, baby

You must not know 'bout me
You must not know 'bout me
I can have another you by tomorrow
So don't you ever for a second get to thinking, baby

You must not know 'bout me
You must not know 'bout me
I can have another you in a minute
Matter fact he'll be here in a minute

You could pack all your things, we're finished
  (You must not know 'bout me)
'Cause you made your bed, now lay in it
  (You must not know 'bout me)
I can have another you by tomorrow
Don't you ever for a second get to thinking you're irreplaceable"
34,U2,Beautiful Day,2000,"The heart is a bloom
Shoots up through the stony ground
There's no room
No space to rent in this town

You're out of luck
And the reason that you had to care
The traffic is stuck
And you're not movin' anywhere

You thought you'd found a friend
To take you out of this place
Someone you could lend, a hand
In return for grace

It's a beautiful day
Sky falls, you feel like
It's a beautiful day
Don't let it get away

You're on the road
But you've got no destination
You're in the mud
In the maze of her imagination

You love this town
Even if that doesn't ring true
You've been all over
And it's been all over you

It's a beautiful day
Don't let it get away
It's a beautiful day

Touch me
Take me to that other place
Teach me and
I know I'm not a hopeless case

See the world in green and blue
See China right in front of you
See the canyons broken by cloud
See the tuna fleets clearing the sea out
See the Bedouin fires of night
See the oil fields at first light and
See the bird with a leaf in her mouth
After the flood all the colours came out

It was a beautiful day
Don't let it get away
Beautiful day

Touch me
Take me to that other place
Reach me
I know I'm not a hopeless case

What you don't have you don't need it now
What you don't know you can feel it somehow
What you don't have you don't need it now
Don't need it now

It's a beautiful day"
35,Avril Lavigne,Girlfriend,2007,"Hey! Hey! You! You!
I don't like your girlfriend
No way! No way!
I think you need a new one
Hey! Hey! You! You!
I could be your girlfriend

Hey! Hey! You! You!
I know that you like me
No way! No way!
You know it's not a secret
Hey! Hey! You! You!
I want to be your girlfriend

You're so fine, I want you mine, You're so delicious
I think about you all the time, You're so addictive
Don't you know what I can do to make you feel all right?
Don't pretend, I think you know I'm damn precious
And hell yeah, I'm the mother fucking princess
I can tell you like me too, and you know I'm right
She's like, so whatever
You can do so much better

I think we should get together now
And that's what everyone's talking about
Hey! Hey! You! You!
I don't like your girlfriend
No way! No way!
I think you need a new one

Hey! Hey! You! You!
I could be your girlfriend
Hey! Hey! You! You!
I know that you like me
No way! No way!
You know it's not a secret

Hey! Hey! You! You!
I want to be your girlfriend
I can see the way, I see the way you look at me
And even when you look away, I know you think of me
I know you talk about me all the time again and again (and again, and again, and
again)
So come over here and tell me what I wanna hear
Or better, yet, make your girlfriend disappear
I don't wanna hear you say her name ever again (and again, and again, and again)

Because...
She's like so whatever
You can do so much better

I think we should get together now
And that's what everyone's talking about
Hey! Hey! You! You!
I don't like your girlfriend
No way! No way!
I think you need a new one

Hey! Hey! You! You!
I could be your girlfriend
Hey! Hey! You! You!
I know that you like me
No way! No way!
You know it's not a secret

Hey! Hey! You! You!
I want to be your girlfriend
In a second you'll be wrapped around my finger
'Cause I can, 'cause I can do it better

There's no other, so when's it gonna sink in
She's so stupid, what the hell were you thinking?
In a second you'll be wrapped around my finger
'Cause I can, 'cause I can do it better

There's no other, so when's it gonna sink in
She's so stupid, what the hell were you thinking?
Hey! Hey! You! You!
I don't like your girlfriend
No way! No way!
I think you need a new one

Hey! Hey! You! You!
I could be your girlfriend
Hey! Hey! You! You!
I know that you like me
No way! No way!
You know it's not a secret
Hey! Hey! You! You!
I want to be your girlfriend

Hey! Hey! You! You!
I don't like your girlfriend
No way! No way!
I think you need a new one
Hey! Hey! You! You!
I could be your girlfriend
Hey! Hey! You! You!
I know that you like me
No way! No way!
You know it's not a secret
Hey! Hey! You! You!
I want to be your girlfriend
Hey Hey!"
36,Avril Lavigne,Complicated,2002,"Uh huh, life's like this
Uh huh, uh huh, that's the way it is
'Cause life's like this
Uh huh, uh huh, that's the way it is

Chill out, what you yelling for?
Lay back, it's all been done before
And if you could only let it be
You would see

I like you the way you are
When we're driving in your car
And you're talking to me, one on one
But you become

Somebody else 'round everyone else
You're watching your back like you can't relax
You're trying to be cool
You look like a fool to me
Tell me

Why do you have to go and make things so complicated?
I see the way you're acting like you're somebody else
Gets me frustrated
Life's like this, you

You fall, and you crawl, and you break
And you take what you get, and you turn it into honesty
Promise me I'm never gonna find you fake it
No, no, no

You come over unannounced
Dressed up like you're something else
Where you aren't, where it's at you see
You're making me

Laugh out, when you strike your pose
Take off all your preppy clothes
You know you're not fooling anyone
When you become

Somebody else 'round everyone else
You're watching your back like you can't relax
You're trying to be cool
You look like a fool to me
Tell me

Why do you have to go and make things so complicated?
I see the way you're acting like you're somebody else
Gets me frustrated
Life's like this, you

You fall, and you crawl, and you break
And you take what you get, and you turn it into honesty
Promise me I'm never gonna find you fake it
No, no, no

(No, no, no)
(No, no, no)
(No, no, no)

Chill out, what you yelling for?
Lay back, it's all been done before
And if you could only let it be
You would see

Somebody else 'round everyone else
You're watching your back like you can't relax
You're trying to be cool
You look like a fool to me
Tell me

Why do you have to go and make things so complicated?
I see the way you're acting like you're somebody else
Gets me frustrated
Life's like this, you

You fall, and you crawl, and you break
And you take what you get, and you turn it into honesty
Promise me I'm never gonna find you fake it
No, no

Why do you have to go and make things so complicated?
I see the way you're acting like you're somebody else
Gets me frustrated
Life's like this, you

You fall, and you crawl, and you break
And you take what you get, and you turn it into honesty
Promise me I'm never gonna find you fake it
No, no, no"
37,Madonna,Four Minutes,2008,"Exception occurred 
HTTP Error 404: Not Found"
38,Britney Spears,Toxic,2004,"Baby can't you see 
I'm calling 
A guy like you should wear a warning 
It's dangerous 
I'm falling 
There's no escape 
I can't wait 
I need a hit 
Baby give me it 
You're dangerous 
I'm loving it 

Too high, can't come down 
Losing my head 
Spinning 'round and 'round 
Do you feel me now 

With a taste of your lips 
I'm on a ride 
You're toxic, I'm slipping under 
Tasting the poison paradise 
I'm addicted to you 
Don't you know that you're toxic 
And I love what you do 
Don't you know that you're toxic 

It's getting late to give you up 
I took a sip 
From my devil cup 
Slowly taking over me 

Too high, can't come down 
It's in the air 
And it's all around 
Can you feel me now? 

With a taste of your lips 
I'm on a ride 
You're toxic, I'm slipping under 
Tasting the poison paradise 
I'm additcted to you 
Don't you know that you're toxic 
And I love what you do 
Don't you know that you're toxic 

With a taste of your lips 
I'm on a ride 
You're toxic, I'm slipping under 
Tasting the poison paradise 
I'm additcted to you 
Don't you know that you're toxic 
And I love what you do 
Don't you know that you're toxic 

With a taste of your lips 
I'm on a ride 
You're toxic, I'm slipping under 
Tasting the poison paradise 
I'm additcted to you 
Don't you know that you're toxic 
And I love what you do 
Don't you know that you're toxic 

Intoxicate me now 
With your loving now 
I think I'm ready now 
Intoxicate me now 
With your loving now 
I think I'm ready now"
39,Pink,Get the Party Started,2002,"I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

Get this party started on a Saturday night
Everybody's waitin' for me to arrive
Sendin' out the message to all of my friends
We'll be lookin' flashy in my Mercedes Benz

I got lots a style, got my
I can go for miles if you know what I mean

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

Pumpin' up the volume, breakin' down to the beat
Cruisin' through the west side, we'll be checkin' the scene
Boulevard is freakin' as I'm comin' up fast
I'll be burnin' rubber, you'll be kissin' my ass

Pull up to the bumper, get out of the car
License plate says ""Stunner number one superstar""

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

Makin' my connection as I enter the room
Everybody's chillin' as I set up the groove
Pumpin' up the volume with this brand new beat
Everybody's dancin' and they're dancin' for me

I'm your operator you can call anytime
I'll be your connection to the party line

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started"
40,Katy Perry,Hot 'n' cold,2008,"You change your mind
Like a girl changes clothes

Yeah you, PMS
Like a bitch, I would know
And you over think
Always speak critically
I should know

That you're no good for me
'Cause you're hot then you're cold

You're yes then you're no
You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go-o
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
We used to be

Just like twins, so in sync
The same energy
Now's a dead battery
Used to laugh 'bout nothing
Now you're plain boring
I should know
That you're not gonna change

'Cause you're hot then you're cold
You're yes then you're no

You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go-o
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
Someone call the doctor
Got a case of a love bipolar

Stuck on a roller coaster
Can't get off this ride
You change your mind
Like a girl changes clothes

'Cause you're hot then you're cold
You're yes then you're no

You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
You're hot then you're cold
You're yes then you're no

You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go-o
You're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down"
41,Beyonce,Beautiful Liar,2007,"Ay! Ay! Ay!

Oh! BeyoncÃ©, BeyoncÃ©
Oh! BeyoncÃ©, BeyoncÃ©
  (Hey!)

Miente, lo ves es un juego
(Yo conozco cosas del que tu no quieres ni saber)
Sabe decir lo que quieres oir, un bello embustero
(Solo por placer nuestra amistad no vamos a perder)
A mi tambien siempre quiere verme sola
No hay que caer en su trampa una vez mas

Ay! No nos pelearemos
Ay! No nos va a engaÃ±ar
Ay! No terminaremos
Por un bello embustero

No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero

Confiaba en el mÃ¡s cuando lo que encontre besandote el cuello
(Pero el no lo podia creer las dos caimos en su red, si)
Por que a ti, si hay mil por ahi, el es un perro
(Las dos sin querer caimos presas a su pie)
A mi tambien siempre quiere verme sola
No hay que caer en su trampa una vez mas

Ay! No nos pelearemos
Ay! No nos va a engaÃ±ar
Ay! No terminaremos
Por un bello embustero

No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero

Lo creÃ­a tan mio, yo vivÃ­a por el
Fuimos un desafio que pudo mÃ¡s que el
Es un hombre muy frio, no es de una mujer!
  (Hey!)

  (Ay! BeyoncÃ©, BeyoncÃ©)
Ya no nos puede engaÃ±ar
  (Ay! BeyoncÃ©, BeyoncÃ©)
  (Oh! Bisasha, Bisasha)
Paremos con su juego
  (Oh! Bisasha, Bisasha)

  (Ay! BeyoncÃ©, BeyoncÃ©)
Ya basta de sus mentiras
  (Ay! BeyoncÃ©, BeyoncÃ©)
  (Oh! Bisasha, Bisasha)
DÃ­le adios por las dos
  (Oh! Bisasha, Bisasha)
(Hey!)

Ay! No nos pelearemos
Ay! No nos va a engaÃ±ar
Ay! No terminaremos
Por un bello embustero

No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero

El no nos va a separar!"
42,The Black Eyed Peas,Shut Up,2003,We do not have the lyrics for Shut up (Remix) [Karaoke Version] [In the Style of Black Eyed Peas] yet.
43,Evanescence,Bring Me to Life,2003,"How can you see into my eyes like open doors?
Leading you down into my core, where I've become so numb
Without a soul, my spirit's sleeping somewhere cold
Until you find it there and lead it back home

(Wake me up)
Wake me up inside (I can't wake up)
Wake me up inside (save me)
Call my name and save me from the dark

(Wake me up)
Bid my blood to run (I can't wake up)
Before I come undone (save me)
Save me from the nothing I've become

Now that I know what I'm without
You can't just leave me
Breathe into me and make me real
Bring me to life

(Wake me up)
Wake me up inside (I can't wake up)
Wake me up inside (save me)
Call my name and save me from the dark

(Wake me up)
Bid my blood to run (I can't wake up)
Before I come undone (save me)
Save me from the nothing I've become

Bring me to life
(I've been living a lie, there's nothing inside)
Bring me to life

Frozen inside without your touch, without your love
Darling, only you are the life among the dead

All this time, I can't believe I couldn't see
Kept in the dark, but you were there in front of me
I've been sleeping a thousand years, it seems
Got to open my eyes to everything

Without a thought, without a voice, without a soul
Don't let me die here (there must be something more)
Bring me to life

(Wake me up)
Wake me up inside (I can't wake up)
Wake me up inside (save me)
Call my name and save me from the dark

(Wake me up)
Bid my blood to run (I can't wake up)
Before I come undone (save me)
Save me from the nothing I've become

Bring me to life
(I've been living a lie, there's nothing inside)
Bring me to life"
44,Akon,Lonely,2005,"(1): Lonely, I'm Mr. Lonely
I have nobody for my own
I'm so lonely, I'm Mr. Lonely
I have nobody for my own
I'm so lonely

(2): Yo! This one here
Goes out to all my players out there man, ya know
That got that one good girl who's always been there man, like

Took all the bullshit
Then one day she can't take it no more and decide to leave...
Yeah
I woke up in the middle of the night
And I noticed my girl wasn't by my side
Coulda sworn I was dreaming, for her I was feenin
so I had to take a little ride

back tracking over these few years
tryna figure out what I do to make it go bad
'Cause ever since my girl left me
My whole life came crashing and I'm so
(1): Lonely (2: so lonely)
I'm Mr. Lonely (Mr. Lonely)
I have nobody (I have nobody)
For my own (to call my own girl)

I'm so lonely (so lonely)
I'm Mr. Lonely (Mr. Lonely)
I have nobody (I have nobody)
For my own (to call my own girl)
(2): Can't believe I had a girl like you
and I just let you walk right outta my life
after all I put you through
you still stuck around and stayed by my side

what really hurt me is I broke your heart baby, you were a good girl
And I had no right
I really wanna make things right
'Cause without you in my life girl I'm so
(1): Lonely (2: so lonely)
I'm Mr. Lonely (Mr. Lonely)
I have nobody (I have nobody)
For my own (to call my own girl)

I'm so lonely (so lonely)
I'm Mr. Lonely (Mr. Lonely)
I have nobody (I have nobody)
For my own (to call my own baby)
(2): Been all about the world ain't never met a girl
that can take the things that you been through
Never thought the day would come where you would get up and run
and I would be out chasing you

'Cause ain't nowhere in the globe I'd rather be
ain't no one in the globe I'd rather see
than the girl of my dreams that made me be
so happy but now so lonely
(1): Lonely (2: so lonely)
I'm Mr. Lonely (Mr. Lonely)
I have nobody (I have nobody)
For my own (to call my own no)

I'm so lonely (so lonely)
I'm Mr. Lonely (Mr. Lonely)
I have nobody (I have nobody)
For my own (to call my own girl)
(2): Never thought that I'd be alone
I didn't think you'd be gone this long
I just want you to call my phone
Stop playing girl and come on home
baby girl, I didn't mean to shout

I want me and you to work it out
I never wished I'd ever hurt my baby
and it's driving me crazy
'Cause I'm so
(1): I'm so lonely (2: so lonely)
I'm Mr. Lonely (Mr. Lonely)
I have nobody (I have nobody)
For my own (to call my own no)
I'm so lonely (so lonely)
I'm Mr. Lonely (Mr. Lonely)
I have nobody (I have nobody)
For my own (to call my own girl)
I am so Lonely
(2): So lonely (1: Lonely)
So lonely (So Lonely)
Mr. Lonely (Lonely)
So lonely (So Lonely)
So lonely (Lonely)
So lonely (So lonley)
So lonely
Mr. Lonely"
45,Mariah Carey,We Belong Together,2005,"Ooh, oh, ooh, oh
Sweet love, yeah

I didn't mean it
When I said I didn't love you, so
I should have held on tight
I never shoulda let you go

I didn't know nothing
I was stupid, I was foolish
I was lying to myself

I could not fathom that I would ever
Be without your love
Never imagined I'd be
Sitting here beside myself

â€~Cause I didn't know you
â€~Cause I didn't know me
But I thought I knew everything
I never felt

The feeling that I'm feeling
Now that I don't hear your voice
Or have your touch and kiss your lips
â€~Cause I don't have a choice

Oh, what I wouldn't give
To have you lying by my side
Right here, â€~cause baby

When you left I lost a part of me
It's still so hard to believe
Come back baby, please
â€~Cause we belong together

Who else am I gon' lean on
When times get rough?
Who's gonna talk to me on the phone
Till the sun comes up?
Who's gonna take your place?
There ain't nobody better
Oh, baby baby, we belong together

I can't sleep at night
When you are on my mind
Bobby Womack's on the radio
Saying to me

""If you think you're lonely now""
Wait a minute
This is too deep
(Too deep)
I gotta change the station

So I turn the dial
Trying to catch a break
And then I hear Babyface
""I only think of you""

And it's breaking my heart
I'm trying to keep it together
But I'm falling apart

I'm feeling all out of my element
I'm throwing things, crying
Trying to figure out
Where the hell I went wrong

The pain reflected in this song
It ain't even half of what
I'm feeling inside
I need you, need you back in my life, baby

When you left I lost a part of me
And it's still so hard to believe
Come back baby, please
â€~Cause we belong together

Who else am I gon' lean on
When times get rough?
Who's gonna talk to me on the phone
Till the sun comes up?
Who's gonna take your place?
There ain't nobody better
Oh, baby baby, we belong together, baby

When you left I lost a part of me
It's still so hard to believe
Come back baby, please
â€~Cause we belong together

Who am I gonna lean on
When times get rough?
Who's gonna talk to me
Till the sun comes up?
Who's gonna take your place?
There ain't nobody better
Oh baby, baby
We belong together"
